Access is denied.
,957 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/auth/derive-api-key "HTTP/2 200 OK"
2026-03-16 16:37:22,349 - bot - ERROR - Auto-trade greška za 'Will Ivanka Trump announce a presidentia': PolyApiException[status_code=400, error_message={'error': 'not enough balance / allowance'}]
2026-03-16 16:37:22,433 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=102653122069182575171806170221956520822300612387334865069910372878822694604524 "HTTP/2 200 OK"
2026-03-16 16:37:22,502 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=37367300421873421427506986572105692440106751041735908801925122038076453685148 "HTTP/2 200 OK"
2026-03-16 16:37:22,586 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/tick-size?token_id=102653122069182575171806170221956520822300612387334865069910372878822694604524 "HTTP/2 200 OK"
2026-03-16 16:37:22,643 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/neg-risk?token_id=102653122069182575171806170221956520822300612387334865069910372878822694604524 "HTTP/2 200 OK"
2026-03-16 16:37:22,760 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/fee-rate?token_id=102653122069182575171806170221956520822300612387334865069910372878822694604524 "HTTP/2 200 OK"
2026-03-16 16:37:22,917 - httpx - INFO - HTTP Request: POST https://clob.polymarket.com/order "HTTP/2 400 Bad Request"
2026-03-16 16:37:22,918 - bot - ERROR - Auto-trade greška za 'Will Waymo operate in 6 cities on June 3': PolyApiException[status_code=400, error_message={'error': 'not enough balance / allowance'}]
2026-03-16 16:37:22,992 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=113210280217310043880787459184891236944994127760829296278556379627281513490867 "HTTP/2 200 OK"
2026-03-16 16:37:23,071 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=15591333485991560244258547357374388416772395389431125458692429322879353752662 "HTTP/2 200 OK"
2026-03-16 16:37:23,161 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=103988345069738240821107916249290759786442703283901164377120414690701074137717 "HTTP/2 200 OK"
2026-03-16 16:37:23,246 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=108650988487983371520585351370999192979899647080710024226285750050382033453124 "HTTP/2 200 OK"
2026-03-16 16:37:23,324 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=94387913280398317052582281843978069916338462525042652614881277797162415545237 "HTTP/2 200 OK"
2026-03-16 16:37:23,398 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=2474994172812821906731940905046937405647772936830086080400122272424376650343 "HTTP/2 200 OK"
2026-03-16 16:37:23,481 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/tick-size?token_id=94387913280398317052582281843978069916338462525042652614881277797162415545237 "HTTP/2 200 OK"
2026-03-16 16:37:23,535 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/neg-risk?token_id=94387913280398317052582281843978069916338462525042652614881277797162415545237 "HTTP/2 200 OK"
2026-03-16 16:37:23,634 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/fee-rate?token_id=94387913280398317052582281843978069916338462525042652614881277797162415545237 "HTTP/2 200 OK"
2026-03-16 16:37:23,761 - httpx - INFO - HTTP Request: POST https://clob.polymarket.com/order "HTTP/2 400 Bad Request"
2026-03-16 16:37:23,762 - bot - ERROR - Auto-trade greška za 'Will the Republicans win the Colorado Se': PolyApiException[status_code=400, error_message={'error': 'invalid amount for a marketable BUY order ($0.0896), min size: $1'}]
2026-03-16 16:37:23,838 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=34044678668357951851934060801659799197201727999400614992350817362229206575433 "HTTP/2 200 OK"
2026-03-16 16:37:23,917 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=51455133595847069925219299495281207055285277688809578229144966243821752238755 "HTTP/2 200 OK"
2026-03-16 16:37:23,996 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=79397895660526576528066965797785113521241099187839967306891454236823723226031 "HTTP/2 200 OK"
2026-03-16 16:37:24,084 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=6176387069967725418539368518279260352303182827227966329832868478861860932409 "HTTP/2 200 OK"
2026-03-16 16:37:24,174 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=62831517509825405761763142539845746280269675872170259538293560849475982647892 "HTTP/2 200 OK"
2026-03-16 16:37:24,266 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=66273785459475184474276423059036741814958495126134511275805524603240865775761 "HTTP/2 200 OK"
2026-03-16 16:37:24,358 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=59801599589331564958419038840742132244534089579130164061189424955463347433097 "HTTP/2 200 OK"
2026-03-16 16:37:24,451 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=53347475047921548941801401764764277738459632202766807511835848499778337740981 "HTTP/2 200 OK"
2026-03-16 16:37:24,542 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/tick-size?token_id=59801599589331564958419038840742132244534089579130164061189424955463347433097 "HTTP/2 200 OK"
2026-03-16 16:37:24,602 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/neg-risk?token_id=59801599589331564958419038840742132244534089579130164061189424955463347433097 "HTTP/2 200 OK"
2026-03-16 16:37:24,709 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/fee-rate?token_id=59801599589331564958419038840742132244534089579130164061189424955463347433097 "HTTP/2 200 OK"
2026-03-16 16:37:24,856 - httpx - INFO - HTTP Request: POST https://clob.polymarket.com/order "HTTP/2 400 Bad Request"
2026-03-16 16:37:24,863 - bot - ERROR - Auto-trade greška za 'Will Hillary Clinton announce a Presiden': PolyApiException[status_code=400, error_message={'error': 'invalid amount for a marketable BUY order ($0.0896), min size: $1'}]
2026-03-16 16:37:24,941 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=12289487662955869851422193234539525337284859774210851152451091450635938444417 "HTTP/2 200 OK"
2026-03-16 16:37:25,061 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=113585128461808554139088332956774914584404743535283179667078778495379772593123 "HTTP/2 200 OK"
2026-03-16 16:37:25,157 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/tick-size?token_id=12289487662955869851422193234539525337284859774210851152451091450635938444417 "HTTP/2 200 OK"
2026-03-16 16:37:25,217 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/neg-risk?token_id=12289487662955869851422193234539525337284859774210851152451091450635938444417 "HTTP/2 200 OK"
2026-03-16 16:37:25,315 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/fee-rate?token_id=12289487662955869851422193234539525337284859774210851152451091450635938444417 "HTTP/2 200 OK"
2026-03-16 16:37:25,441 - httpx - INFO - HTTP Request: POST https://clob.polymarket.com/order "HTTP/2 400 Bad Request"
2026-03-16 16:37:25,441 - bot - ERROR - Auto-trade greška za 'Will Steve Bannon announce a presidentia': PolyApiException[status_code=400, error_message={'error': 'not enough balance / allowance'}]
2026-03-16 16:37:25,533 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=33858854292344606863981037847842970355239568335430833403058758334514294336803 "HTTP/2 200 OK"
2026-03-16 16:37:25,623 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=73626689983569351859369027860300234696111933050031913206993519280404239065928 "HTTP/2 200 OK"
2026-03-16 16:37:25,703 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=48378393363400661470216649657095000766643444730642238841537767196651546828224 "HTTP/2 200 OK"
2026-03-16 16:37:25,793 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=88481508495242981624166004291085990683539547779692734098098501999504024810947 "HTTP/2 200 OK"
2026-03-16 16:37:25,883 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=99432401000770353406389174286851792153493338941614722624150072378970973371272 "HTTP/2 200 OK"
2026-03-16 16:37:25,971 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=46985784934245469874674051973070583024711389039998687745451745904831527332283 "HTTP/2 200 OK"
2026-03-16 16:37:26,058 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=89033597404049535329336367676897002196779443515433514040396661411543836790585 "HTTP/2 200 OK"
2026-03-16 16:37:26,135 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=111699204507563543490907649828278526762321026750976872427871357593788391327392 "HTTP/2 200 OK"
2026-03-16 16:37:26,247 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=21510670340984986457969462283126353018850312101384289333564974414010858715850 "HTTP/2 200 OK"
2026-03-16 16:37:26,333 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=10236262270814759353463669030072003029077235646823996294181255471114687708968 "HTTP/2 200 OK"
2026-03-16 16:37:26,446 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=74565691184914883284595890202312045107598400454020809925536957708002527360857 "HTTP/2 200 OK"
2026-03-16 16:37:26,618 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=100648871187681650041002285233301788584021004206651813214647764762464088008351 "HTTP/2 200 OK"
2026-03-16 16:37:26,728 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/tick-size?token_id=74565691184914883284595890202312045107598400454020809925536957708002527360857 "HTTP/2 200 OK"
2026-03-16 16:37:26,812 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/neg-risk?token_id=74565691184914883284595890202312045107598400454020809925536957708002527360857 "HTTP/2 200 OK"
2026-03-16 16:37:26,904 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/fee-rate?token_id=74565691184914883284595890202312045107598400454020809925536957708002527360857 "HTTP/2 200 OK"
2026-03-16 16:37:27,064 - httpx - INFO - HTTP Request: POST https://clob.polymarket.com/order "HTTP/2 400 Bad Request"
2026-03-16 16:37:27,073 - bot - ERROR - Auto-trade greška za 'Will Bitcoin reach $180,000 by December ': PolyApiException[status_code=400, error_message={'error': 'invalid amount for a marketable BUY order ($0.0784), min size: $1'}]
2026-03-16 16:37:27,148 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=19806056738295752725940787016027380831534067440024658262904357424465119487594 "HTTP/2 200 OK"
2026-03-16 16:37:27,247 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=45965043996675097265724406578395390164157981699959063516249623291067592448308 "HTTP/2 200 OK"
2026-03-16 16:37:27,358 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/tick-size?token_id=19806056738295752725940787016027380831534067440024658262904357424465119487594 "HTTP/2 200 OK"
2026-03-16 16:37:27,440 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/neg-risk?token_id=19806056738295752725940787016027380831534067440024658262904357424465119487594 "HTTP/2 200 OK"
2026-03-16 16:37:27,541 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/fee-rate?token_id=19806056738295752725940787016027380831534067440024658262904357424465119487594 "HTTP/2 200 OK"
2026-03-16 16:37:27,677 - httpx - INFO - HTTP Request: POST https://clob.polymarket.com/order "HTTP/2 400 Bad Request"
2026-03-16 16:37:27,678 - bot - ERROR - Auto-trade greška za 'Will MicroStrategy announce bankruptcy b': PolyApiException[status_code=400, error_message={'error': 'invalid amount for a marketable BUY order ($0.1232), min size: $1'}]
2026-03-16 16:37:27,814 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=88799262678230165893255813616837100962595819984760588859765042402182443138810 "HTTP/2 200 OK"
2026-03-16 16:37:27,895 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=80548090613166591367082748340054574729693035025508775289880033317294974030893 "HTTP/2 200 OK"
2026-03-16 16:37:27,981 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/tick-size?token_id=88799262678230165893255813616837100962595819984760588859765042402182443138810 "HTTP/2 200 OK"
2026-03-16 16:37:28,066 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/neg-risk?token_id=88799262678230165893255813616837100962595819984760588859765042402182443138810 "HTTP/2 200 OK"
2026-03-16 16:37:28,173 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/fee-rate?token_id=88799262678230165893255813616837100962595819984760588859765042402182443138810 "HTTP/2 200 OK"
2026-03-16 16:37:28,281 - httpx - INFO - HTTP Request: POST https://clob.polymarket.com/order "HTTP/2 400 Bad Request"
2026-03-16 16:37:28,283 - bot - ERROR - Auto-trade greška za 'Will the Democrats win the Montana Senat': PolyApiException[status_code=400, error_message={'error': 'invalid amount for a marketable BUY order ($0.11648), min size: $1'}]
2026-03-16 16:37:28,370 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=36589074670521348842786325911391532620430247097981345860356484520500173888573 "HTTP/2 200 OK"
2026-03-16 16:37:28,450 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=4639340586725578716005500791739559303082924048072534329825226706547465941088 "HTTP/2 200 OK"
2026-03-16 16:37:28,539 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/tick-size?token_id=4639340586725578716005500791739559303082924048072534329825226706547465941088 "HTTP/2 200 OK"
2026-03-16 16:37:28,619 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/neg-risk?token_id=4639340586725578716005500791739559303082924048072534329825226706547465941088 "HTTP/2 200 OK"
2026-03-16 16:37:28,711 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/fee-rate?token_id=4639340586725578716005500791739559303082924048072534329825226706547465941088 "HTTP/2 200 OK"
2026-03-16 16:37:28,865 - httpx - INFO - HTTP Request: POST https://clob.polymarket.com/order "HTTP/2 400 Bad Request"
2026-03-16 16:37:28,866 - bot - ERROR - Auto-trade greška za 'Will the Republicans win the Mississippi': PolyApiException[status_code=400, error_message={'error': 'invalid amount for a marketable BUY order ($0.1344), min size: $1'}]
2026-03-16 16:37:28,945 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=65169405690445334680576441343688281319726047572591518638774037572918134867358 "HTTP/2 200 OK"
2026-03-16 16:37:29,039 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=97873968929479635998974585556941037830090866795107988449900310886564632000250 "HTTP/2 200 OK"
2026-03-16 16:37:29,173 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/tick-size?token_id=65169405690445334680576441343688281319726047572591518638774037572918134867358 "HTTP/2 200 OK"
2026-03-16 16:37:29,270 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/neg-risk?token_id=65169405690445334680576441343688281319726047572591518638774037572918134867358 "HTTP/2 200 OK"
2026-03-16 16:37:29,360 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/fee-rate?token_id=65169405690445334680576441343688281319726047572591518638774037572918134867358 "HTTP/2 200 OK"
2026-03-16 16:37:29,524 - httpx - INFO - HTTP Request: POST https://clob.polymarket.com/order "HTTP/2 400 Bad Request"
2026-03-16 16:37:29,525 - bot - ERROR - Auto-trade greška za 'Pacifica FDV above $800M one day after l': PolyApiException[status_code=400, error_message={'error': 'invalid amount for a marketable BUY order ($0.1008), min size: $1'}]
2026-03-16 16:37:29,647 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=10521981432803570450946212503203364998108630328528216082760514453664705157397 "HTTP/2 200 OK"
2026-03-16 16:37:29,752 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=91949042216127305292438280992722171735754548787382833799906976841509942727662 "HTTP/2 200 OK"
2026-03-16 16:37:29,838 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=104812032440315568595318241870590180481232715981192720184511444933968102038477 "HTTP/2 200 OK"
2026-03-16 16:37:29,919 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=50488227317031565004575684525878022626020008256198844799050708993499540064859 "HTTP/2 200 OK"
2026-03-16 16:37:30,002 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=100068366145970669648200201248745638351885690965016310544038593366896768730840 "HTTP/2 200 OK"
2026-03-16 16:37:30,107 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=101956855572379773739057381598800735026280011489835740928793113207560616123923 "HTTP/2 200 OK"
2026-03-16 16:37:30,220 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=17988517666865803556038348708000324994436319684963570400912948173818975836974 "HTTP/2 200 OK"
2026-03-16 16:37:30,313 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=49807828932174145293232084873916506431825211937636664234010482922983257841439 "HTTP/2 200 OK"
2026-03-16 16:37:30,413 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/tick-size?token_id=17988517666865803556038348708000324994436319684963570400912948173818975836974 "HTTP/2 200 OK"
2026-03-16 16:37:30,505 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/neg-risk?token_id=17988517666865803556038348708000324994436319684963570400912948173818975836974 "HTTP/2 200 OK"
2026-03-16 16:37:30,613 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/fee-rate?token_id=17988517666865803556038348708000324994436319684963570400912948173818975836974 "HTTP/2 200 OK"
2026-03-16 16:37:30,748 - httpx - INFO - HTTP Request: POST https://clob.polymarket.com/order "HTTP/2 400 Bad Request"
2026-03-16 16:37:30,749 - bot - ERROR - Auto-trade greška za 'Will Hyperliquid dip to $8 by December 3': PolyApiException[status_code=400, error_message={'error': 'not enough balance / allowance'}]
2026-03-16 16:37:30,856 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=114266735877811876021362945683127542532778925409590599016489267644246881997088 "HTTP/2 200 OK"
2026-03-16 16:37:30,960 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=29784683767660217718284600015167187155042303966390545299343573403150180359874 "HTTP/2 200 OK"
2026-03-16 16:37:31,064 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=96743971454038392518515133397790771372186076282920553164451232382437452401298 "HTTP/2 200 OK"
2026-03-16 16:37:31,161 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=31607093971171771273229302917350266016798724311113566704141071275553705863630 "HTTP/2 200 OK"
2026-03-16 16:37:31,253 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=69497259499564904327437411778598106057943098225196700538590387556685558432215 "HTTP/2 200 OK"
2026-03-16 16:37:31,338 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=15235916682414645873512796594946768179124144849305245659656321561016071235505 "HTTP/2 200 OK"
2026-03-16 16:37:31,416 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=59882819080993378517421421718790840646191419182127143698531813340380148096554 "HTTP/2 200 OK"
2026-03-16 16:37:31,516 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=111521953338217807212708040734131666195852846895939238172904187950753584728456 "HTTP/2 200 OK"
2026-03-16 16:37:31,613 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/tick-size?token_id=59882819080993378517421421718790840646191419182127143698531813340380148096554 "HTTP/2 200 OK"
2026-03-16 16:37:31,716 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/neg-risk?token_id=59882819080993378517421421718790840646191419182127143698531813340380148096554 "HTTP/2 200 OK"
2026-03-16 16:37:31,805 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/fee-rate?token_id=59882819080993378517421421718790840646191419182127143698531813340380148096554 "HTTP/2 200 OK"
2026-03-16 16:37:31,962 - httpx - INFO - HTTP Request: POST https://clob.polymarket.com/order "HTTP/2 400 Bad Request"
2026-03-16 16:37:31,963 - bot - ERROR - Auto-trade greška za 'Mistral AI IPO before 2027?': PolyApiException[status_code=400, error_message={'error': 'invalid amount for a marketable BUY order ($0.168), min size: $1'}]
2026-03-16 16:37:32,048 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=98250445447699368679516529207365255018790721464590833209064266254238063117329 "HTTP/2 200 OK"
2026-03-16 16:37:32,151 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=18823838997443878656879952590502524526556504037944392973476854588563571859850 "HTTP/2 200 OK"
2026-03-16 16:37:32,230 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=31650083965282390269113502048883725495895331661148956202621012482964650485070 "HTTP/2 200 OK"
2026-03-16 16:37:32,320 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=79659126453744117609155577783430286183745820479892256192797614957132714720158 "HTTP/2 200 OK"
2026-03-16 16:37:32,411 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=70235644432412964121917864255900359382638971100146813592379821470215190007259 "HTTP/2 200 OK"
2026-03-16 16:37:32,502 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=34959653270248277895998537576699386633628103699961418128263646811519422147740 "HTTP/2 200 OK"
2026-03-16 16:37:32,581 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=93627947558962957273787771901254506700793289253358386492471118911769656778864 "HTTP/2 200 OK"
2026-03-16 16:37:32,658 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/last-trade-price?token_id=58910941090826519465449998686363991173944021494160701784532538033931423953020 "HTTP/2 200 OK"
2026-03-16 16:37:32,741 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/tick-size?token_id=93627947558962957273787771901254506700793289253358386492471118911769656778864 "HTTP/2 200 OK"
2026-03-16 16:37:32,821 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/neg-risk?token_id=93627947558962957273787771901254506700793289253358386492471118911769656778864 "HTTP/2 200 OK"
2026-03-16 16:37:32,980 - httpx - INFO - HTTP Request: GET https://clob.polymarket.com/fee-rate?token_id=93627947558962957273787771901254506700793289253358386492471118911769656778864 "HTTP/2 200 OK"
2026-03-16 16:37:33,105 - httpx - INFO - HTTP Request: POST https://clob.polymarket.com/order "HTTP/2 400 Bad Request"
